ID Geography,Geography,Foreign-Born Citizens (2015),Foreign-Born Citizens (2016),Foreign-Born Citizens (2017),Foreign-Born Citizens (2018),Foreign-Born Citizens (2019),Foreign-Born Citizens (2020),Foreign-Born Citizens (2021),Foreign-Born Citizens (2022),Population (2013),Population (2014),Population (2015),Population (2016),Population (2017),Population (2018),Population (2019),Population (2020),Population (2021),Population (2022)
"50000US0630","Congressional District 30, CA",247364,249610,253973,255547,254724,252080,247615,269210,722785,735233,745240,750372,758784,764572,767589,773221,761222,744757
"50000US0631","Congressional District 31, CA",161526,161290,160160,159588,157320,155531,155234,259939,711429,721640,729036,733581,740071,744628,748362,752561,754741,749679
"50000US0632","Congressional District 32, CA",252397,251236,256132,254976,253772,249731,247618,231040,706679,715691,718864,719110,721884,719643,712870,707305,705766,764598
"50000US0633","Congressional District 33, CA",164626,163633,164331,162514,161834,160386,159614,171151,707889,712287,715480,713625,715197,713727,711557,708972,709488,757643
"50000US0634","Congressional District 34, CA",347355,344012,342943,337697,332215,327410,317072,334381,704448,706331,714351,720384,728048,729285,733639,734546,716495,766809
"50000US0635","Congressional District 35, CA",221580,220780,217308,218575,220499,216141,212808,218027,716782,723202,727007,730260,735165,741990,747555,748454,739237,767456
"50000US0636","Congressional District 36, CA",164836,162446,162430,161237,160071,159795,159584,178714,706250,722617,733025,736044,740835,743337,748453,755516,747370,740438
"50000US0637","Congressional District 37, CA",231306,230408,230237,232568,230562,223711,220575,259266,713090,717062,719856,722138,721893,724002,724598,727449,712613,756145
"50000US0638","Congressional District 38, CA",218491,218029,217819,217012,215442,211307,208247,240684,711297,714959,717038,717228,720150,716869,713171,706482,711540,754110
"50000US0639","Congressional District 39, CA",237581,238442,237133,237171,239132,236681,234771,191660,712540,719303,722109,722857,726854,727834,728841,732667,733331,759924
"50000US0640","Congressional District 40, CA",297083,293520,292625,289244,286951,282421,280068,181277,701875,706825,709734,709435,714946,711793,715562,708362,700867,754432
"50000US0641","Congressional District 41, CA",178045,180434,182863,186129,190536,193581,190001,143229,714117,723608,729223,739304,747233,754152,762664,768401,752956,770422
"50000US0642","Congressional District 42, CA",149164,151029,153110,154678,154813,155751,154932,236318,724529,735866,749374,761341,777599,795401,809051,822515,820055,752589
"50000US0643","Congressional District 43, CA",222273,223572,226807,226343,230947,232074,232544,243030,702734,709580,718044,719530,726570,727621,730307,727766,733353,747415
"50000US0644","Congressional District 44, CA",247566,247424,246521,243882,240681,240247,241617,244165,706910,715526,719482,721109,723533,723072,718922,711773,714444,756441
"50000US0645","Congressional District 45, CA",209038,213950,218800,224643,229352,226186,236875,271077,716463,727633,740844,749687,762519,772341,779324,781871,806990,756570
"50000US0646","Congressional District 46, CA",295321,293944,291720,288448,284178,276220,263935,284578,710251,717316,721847,726307,730094,728906,730435,730071,710498,759331
"50000US0647","Congressional District 47, CA",215381,212784,214225,210747,207647,206201,207642,199103,711858,716563,719582,716958,717209,714812,711813,709979,714590,753964
"50000US0648","Congressional District 48, CA",178545,178129,178474,176960,175924,175422,175148,126068,709915,716473,722403,723983,727426,726516,723594,720586,718069,764088
"50000US0649","Congressional District 49, CA",124046,125316,127376,129338,128806,130778,127288,130360,709509,717346,724280,729768,736520,737614,740198,741671,735611,756381
"50000US0650","Congressional District 50, CA",142106,143662,145748,143590,143150,142848,144183,155756,710172,720932,730427,736001,744267,747793,750181,748893,752367,735988
"50000US0651","Congressional District 51, CA",251159,249845,249807,247365,244520,236627,229784,170157,711858,722365,728256,730710,730908,729654,731761,736161,724859,762631
"50000US0652","Congressional District 52, CA",168122,172010,176148,177031,178785,178674,176067,239999,711522,722414,731075,742154,754053,765158,768293,774895,757448,769351
"50000US0801","Congressional District 1, CO",113600,113955,115576,116602,113491,108360,108241,99073,740254,754428,771214,786253,802167,818722,832187,843348,831812,717038
"50000US0802","Congressional District 2, CO",55599,57343,59472,60568,59911,58281,58969,61482,732796,743871,757740,771980,782425,796438,807266,817394,822288,718206
"50000US0803","Congressional District 3, CO",44814,44733,44811,44775,45131,43833,44346,37761,720369,721514,723937,727398,731888,739107,744735,752192,755131,723027
"50000US0804","Congressional District 4, CO",60062,60251,62345,63955,66579,67905,69393,50179,728317,740752,751207,764153,780344,799390,819625,837275,858938,727411
"50000US0805","Congressional District 5, CO",49786,50062,49332,50653,51765,52079,52022,49065,729855,742085,751270,761749,772116,786912,798375,811504,824439,722030
"50000US0806","Congressional District 6, CO",112700,115721,117789,120246,123300,124714,127404,112061,737221,749853,766265,779950,792196,805844,817676,825402,827989,721810
"50000US0807","Congressional District 7, CO",79221,82388,84251,86189,86354,84357,85105,44643,730517,745077,757273,767812,775383,784728,790485,797811,802579,719604
"50000US0900","Congressional Districts not defined, CT",,,,0,,0,0,0,,,,,,0,,0,0,0
"50000US0901","Congressional District 1, CT",110378,108861,110244,109646,108888,108937,110305,109552,716937,716939,716277,715145,715329,713076,711553,709090,715324,718451
"50000US0902","Congressional District 2, CT",49629,50156,50657,50341,50408,50866,50647,52938,714344,714049,712023,709761,708127,705024,702769,701886,702074,723724
"50000US0903","Congressional District 3, CT",87989,88666,88320,90501,93886,95676,97844,97094,714568,716410,717105,715345,717162,715728,713930,711468,716576,723601
"50000US0904","Congressional District 4, CT",154926,158049,164280,164224,165572,163855,169238,167790,722189,728317,732795,733754,738259,735915,735686,736148,745946,722029
"50000US0905","Congressional District 5, CT",97367,97597,98550,99018,102359,102184,106395,112171,715523,716338,715022,714565,715601,711761,711136,711957,725410,723512
"50000US1000","Congressional District (at Large), DE",80163,82550,86028,87378,91473,91133,94639,96782,908446,917060,926454,934695,943732,949495,957248,967679,981892,993635
"50000US1198","Delegate District (at Large), DC",91588,92513,94421,96158,95065,94193,92191,89199,619371,633736,647484,659009,672391,684498,692683,701974,683154,670587
"50000US1201","Congressional District 1, FL",38965,38541,40113,41698,42703,44914,47707,47079,710443,720838,730495,741949,748579,759701,771279,785773,797259,772291
"50000US1202","Congressional District 2, FL",36950,35008,35157,36728,38201,38482,40443,43964,700791,705039,709294,709130,712695,719213,722465,726881,729598,775769
"50000US1203","Congressional District 3, FL",51733,51909,52066,54377,56661,58311,58802,60902,702086,704221,708395,713474,720286,728979,738669,747806,761626,769691
"50000US1204","Congressional District 4, FL",71452,70941,75769,80811,83862,88752,96238,50418,705446,711805,720248,747076,763855,780575,800945,820783,851023,775118
"50000US1205","Congressional District 5, FL",92226,48439,50638,53189,54754,54418,56466,105421,694661,702714,717890,718313,722646,729038,731618,737321,748057,770573
"50000US1206","Congressional District 6, FL",55101,57456,57821,60911,62262,65385,67610,60649,706678,716304,727502,728594,740950,753500,767325,783276,789744,779543
"50000US1207","Congressional District 7, FL",83540,94893,97344,103939,108632,110797,115189,97258,703609,712793,722591,737984,748154,757809,768317,775811,781734,771916
"50000US1208","Congressional District 8, FL",63698,64365,65425,66458,66960,69862,70583,72627,699213,704638,711293,720695,730040,742230,754594,766728,775458,773536
"50000US1209","Congressional District 9, FL",158473,130737,137766,142413,149350,155850,170020,182864,730456,745639,764578,780261,810034,837026,869762,895237,930697,754301
"50000US1210","Congressional District 10, FL",102011,171902,183537,194685,203447,214230,221403,164724,711871,727409,744302,762103,787875,808969,823865,843134,867042,785358
"50000US1211","Congressional District 11, FL",46420,48468,49680,50802,51531,54672,57009,120525,701538,709489,716483,727833,738652,754649,772901,790906,805200,776905
"50000US1212","Congressional District 12, FL",73416,71358,74766,77497,81698,86573,89529,67551,702789,709722,718791,729430,743356,757719,772330,788853,798316,770735
"50000US1213","Congressional District 13, FL",86523,82878,85209,87964,89561,88576,88071,94827,697699,701045,705404,711119,717518,723658,729991,736584,725783,768555
"50000US1214","Congressional District 14, FL",127369,137382,142824,151178,160115,167966,168075,144927,713146,725056,740136,739946,750173,763832,788251,802492,788149,772661
"50000US1215","Congressional District 15, FL",81403,83489,87720,94808,100385,105627,110324,125902,707138,716560,721727,745465,761327,777638,789855,805103,812631,785390
"50000US1216","Congressional District 16, FL",89666,99133,103561,105896,112071,113410,114856,103917,706740,717249,730336,760542,782096,804662,831418,853737,861259,774262
"50000US1217","Congressional District 17, FL",85555,82088,83616,83743,86798,85036,83659,105373,703962,711159,722477,729130,743040,756549,773684,788069,773890,785836
"50000US1218","Congressional District 18, FL",102230,107823,113261,117589,120330,120881,123838,93748,696908,706940,717984,730787,744294,757228,771253,781418,783441,780642
"50000US1219","Congressional District 19, FL",120505,126330,133963,141968,144772,147614,147074,129293,710604,723552,738277,757388,777171,797066,813477,834988,826628,772972
"50000US1220","Congressional District 20, FL",239177,261830,263773,269798,275875,271813,274118,271478,714259,724296,738136,752660,765067,778060,788175,791022,787098,773320
"50000US1221","Congressional District 21, FL",189855,190159,201769,206327,213158,221404,231655,122207,712934,724095,735036,738761,754832,762765,772206,782529,784165,776143
"50000US1222","Congressional District 22, FL",177555,192168,199053,205079,208262,212787,218734,231554,706206,716067,722209,733500,742818,750149,755091,765204,767612,768503
"50000US1223","Congressional District 23, FL",276868,259432,268515,276492,281690,286687,288920,213735,713773,725025,733644,741077,751320,756127,760118,768038,762612,762506
"50000US1224","Congressional District 24, FL",291044,300440,309867,318389,323725,328920,337705,352022,700716,717150,733049,734086,741759,750906,746402,749846,748479,780118
"50000US1225","Congressional District 25, FL",382775,414218,424629,427372,432682,439064,433671,286494,705108,720794,736959,744163,756894,763720,771549,775411,769234,765444
"50000US1226","Congressional District 26, FL",350859,353031,366710,370439,368667,371373,376347,433731,721723,732043,738104,761160,772867,774375,768910,771373,785278,775185
"50000US1227","Congressional District 27, FL",400693,393713,402648,407417,407555,407729,390986,411273,710659,730150,740432,737825,750149,751996,747186,748601,727749,752682
"50000US1301","Congressional District 1, GA",38112,37077,37804,37674,36864,38483,39688,41268,703369,710221,717131,723376,727997,731698,737087,744521,752393,768625
"50000US1302","Congressional District 2, GA",25611,25344,25247,24197,23771,23287,22210,27628,695190,694393,692667,685992,680145,675246,670498,665536,671948,757675
"50000US1303","Congressional District 3, GA",34548,34647,37517,38096,38876,41029,43431,39919,695326,703287,708059,714264,721355,728046,735074,746086,756277,767633
"50000US1304","Congressional District 4, GA",114440,114659,119631,123412,123950,125604,131332,123577,705977,711856,723659,730842,739094,748744,755681,756133,768431,766420
"50000US1305","Congressional District 5, GA",66512,65729,66655,65560,68699,70323,73136,67836,707065,716450,725618,736159,751264,759756,771987,780778,778225,756319
"50000US1306","Congressional District 6, GA",149186,152066,158333,159151,162150,163022,161794,137951,704553,715913,724825,731334,742017,744905,750871,759318,757644,767777
"50000US1307","Congressional District 7, GA",179152,186759,194627,201325,209967,213323,222152,212301,712166,727878,745461,761511,778970,793740,811492,833680,854516,763613
"50000US1308","Congressional District 8, GA",32298,32237,32614,31090,31153,31106,32072,33721,696619,699609,700278,703464,703499,704814,706300,710259,715067,767071
"50000US1309","Congressional District 9, GA",55757,57079,58897,60188,59494,59929,61022,105837,697518,702933,708458,716774,725451,735832,747416,762916,770045,768577
"50000US1310","Congressional District 10, GA",39847,40337,40583,42232,43176,43792,44813,46487,700844,705185,710214,720981,728072,740458,750524,756449,765152,770605
"50000US1311","Congressional District 11, GA",88301,89183,89072,88948,89631,91355,92879,94199,700954,711199,723473,735547,744447,756192,765954,777408,788712,770928
"50000US1312","Congressional District 12, GA",29273,29639,31345,31630,32318,32053,31512,30186,697614,702694,706062,709370,713701,718746,724066,729203,734110,764339
"50000US1313","Congressional District 13, GA",80718,81155,81715,83111,84354,83723,86251,87858,700391,710658,723108,729459,740677,749389,759765,770115,788497,765369
"50000US1314","Congressional District 14, GA",47730,48734,49231,49407,49523,51026,51385,59827,692831,695480,697680,700247,704946,709918,717132,724177,724598,767374
"50000US1501","Congressional District 1, HI",157540,159100,161114,161208,163219,160855,166816,161915,689493,696823,703960,707396,711225,710707,710794,706681,729555,723185
"50000US1502","Congressional District 2, HI",91779,94451,95597,98378,99220,98817,97928,93093,686805,695881,702339,706277,710433,711322,711300,713393,723943,727404
"50000US1601","Congressional District 1, ID",38961,37667,39830,42496,43761,43624,45783,44505,794603,806371,819605,833727,849292,869560,888809,913009,941417,931503
"50000US1602","Congressional District 2, ID",58949,60090,58638,58532,58704,59449,58626,61304,788761,793093,796942,801756,808083,818249,828941,841358,870200,922606
"50000US1700","Congressional Districts not defined, IL",,,,0,,0,0,0,,,,,,0,,0,0,0
"50000US1701","Congressional District 1, IL",51932,51961,52191,51553,54952,53629,57094,51823,717722,714887,712393,710088,712456,708118,704031,705263,715763,754024
"50000US1702","Congressional District 2, IL",47866,48752,49053,50011,50199,47972,47744,53742,711444,711167,708498,704139,704321,703782,698741,692805,686546,755018
"50000US1703","Congressional District 3, IL",151072,150590,152313,149143,148380,146846,151707,204167,717099,718749,722289,722176,724628,717897,716449,708422,724550,746412
"50000US1704","Congressional District 4, IL",249456,240950,239383,232249,227822,220621,220324,226629,703545,708847,712139,702322,703303,699621,692435,683260,690373,735314
"50000US1705","Congressional District 5, IL",160562,160213,158265,158697,160862,155324,158679,148658,725210,727898,730336,732035,737064,740075,740867,737812,752522,753753
"50000US1706","Congressional District 6, IL",104239,105918,107546,109722,109162,109337,111249,116701,716669,723415,724337,724601,725875,727847,724005,723356,732738,754650
"50000US1707","Congressional District 7, IL",93261,95981,97133,100642,100520,104266,105967,99474,712795,721454,724029,728896,725329,724652,720978,720942,738479,730552
"50000US1708","Congressional District 8, IL",205177,205478,206129,205735,203843,203924,209508,200560,714863,715612,717333,716964,716738,715095,711775,708921,720276,753960
"50000US1709","Congressional District 9, IL",192672,191470,192208,189954,191318,185955,189625,193105,716172,714771,716040,718764,723142,723507,724839,724967,745865,749895
"50000US1710","Congressional District 10, IL",172623,172461,173866,175264,174886,171728,176148,142690,711839,713989,713687,713713,715072,712819,710717,705705,722961,753313
"50000US1711","Congressional District 11, IL",140429,137841,140079,140034,142489,139544,137654,115546,715141,717190,722840,722749,723626,722593,723342,717503,706594,750486
"50000US1712","Congressional District 12, IL",17689,16993,16837,17184,18045,17593,17417,14742,710492,709555,706390,703346,700568,697270,693580,690097,679543,752942
"50000US1713","Congressional District 13, IL",35985,35265,36138,37082,37473,37691,37415,41354,710184,711537,711498,709735,706023,704851,701843,700322,697929,751712
"50000US1714","Congressional District 14, IL",71362,67868,68487,69803,68381,72035,72690,94663,719211,721339,723419,725478,730782,735045,734105,741407,750475,757406
"50000US1715","Congressional District 15, IL",11604,12147,12491,12086,11958,11070,11505,12814,710402,708935,705952,703108,701048,696632,691765,687456,683592,754127
"50000US1716","Congressional District 16, IL",36485,36215,35934,37025,36687,36016,37493,32949,708930,706493,703553,700934,698425,695502,694781,691553,693820,751284
"50000US1717","Congressional District 17, IL",35100,34910,35477,34349,33204,32630,33911,44956,709584,706029,703051,698800,694242,688356,681131,675779,677247,752786
"50000US1801","Congressional District 1, IN",41981,41289,41038,41528,40562,40901,42666,44098,719598,719202,718511,717042,716518,715348,714677,715976,729457,753721
"50000US1802","Congressional District 2, IN",39181,39957,39740,40075,40787,40495,40529,44117,720177,720377,720975,721461,722649,722805,724054,724543,729091,752670
"50000US1803","Congressional District 3, IN",31554,31955,32551,33259,34501,34959,37310,36053,723786,727429,730697,733725,736567,739773,743000,747367,754959,753447
"50000US1804","Congressional District 4, IN",39494,40389,41852,43065,44568,44922,44302,47904,726582,732038,736048,741149,745099,750717,756185,762256,761534,756007
"50000US1805","Congressional District 5, IN",40987,41983,43060,45116,46235,48087,48841,39268,730100,734567,742679,749284,757787,767053,775550,782573,794485,756125
"50000US1806","Congressional District 6, IN",16606,17866,18358,19360,19582,19708,19965,48028,720913,720714,720403,719078,718307,718706,719099,720302,721972,752728
"50000US1807","Congressional District 7, IN",63860,67279,72070,74141,76757,78575,83759,72124,728065,736723,742788,747290,753500,755358,760897,766338,782178,750334
"50000US1808","Congressional District 8, IN",15035,15401,16345,16562,16859,18106,18092,18024,720771,721965,722271,721951,720806,719671,719002,719258,715129,754480
"50000US1809","Congressional District 9, IN",27724,28287,28687,28844,30128,30127,30330,25390,724869,729396,734273,738598,743185,747995,753239,758280,762535,754891
"50000US1901","Congressional District 1, IA",25225,27333,28564,29448,31334,31583,33117,37234,764196,766317,768669,769896,770452,772171,772352,772873,778247,797528
"50000US1902","Congressional District 2, IA",35850,36408,37036,39509,39993,41534,39779,29193,765751,769772,772811,775699,777339,780050,780574,782527,784135,795900
"50000US1903","Congressional District 3, IA",50403,51794,53987,55927,57561,58209,61254,61103,771876,781361,791250,801132,811951,822826,831497,841226,852016,799081
"50000US1904","Congressional District 4, IA",34898,35643,36892,36988,37559,39005,39716,46671,760730,760666,760796,759862,758360,757452,755085,753385,764692,796327
"50000US2001","Congressional District 1, KS",54755,55277,55495,55574,54767,51278,51666,52797,716679,719293,718749,716382,712978,708511,703509,697312,702619,734313
"50000US2002","Congressional District 2, KS",24045,23047,23359,23689,22990,22830,22746,41437,713181,714380,714500,714490,714182,714992,715046,715946,714255,734782
"50000US2003","Congressional District 3, KS",71523,72761,75338,78236,80270,80921,81619,60854,723284,731483,739564,746158,754183,762091,768619,774850,785916,733585
"50000US2004","Congressional District 4, KS",49983,49708,49644,49232,49834,49019,49065,50240,714963,717790,720174,721262,722477,723182,723478,724511,729309,733242
"50000US2101","Congressional District 1, KY",13311,13181,13766,13806,13304,13217,12652,14125,723918,725361,723936,723571,721011,720226,718563,718344,719030,751426
"50000US2102","Congressional District 2, KY",23739,24215,24937,26064,26362,27091,27715,28286,728692,734628,738714,743449,747700,753608,758608,764943,773346,753141
"50000US2103","Congressional District 3, KY",49699,51450,53120,55497,58245,60392,64255,62920,727843,732199,736054,739212,742664,745082,744534,744444,754909,746481
"50000US2104","Congressional District 4, KY",21361,20724,22292,22994,24545,24691,26824,25085,729435,735132,740371,743503,749054,753376,758440,763817,771347,751457
"50000US2105","Congressional District 5, KY",5699,6220,6321,6452,6453,6812,6546,6966,719558,717924,714056,711115,706248,702070,697180,693463,694860,750027
"50000US2106","Congressional District 6, KY",37249,38381,40286,42305,43076,44120,43852,42924,731887,738028,744222,751139,757699,765842,771727,776941,780649,750403
"50000US2201","Congressional District 1, LA",51775,52763,55329,56195,56403,54790,54128,51364,764563,775257,784820,792297,798345,801089,805517,802133,805369,768258
"50000US2202","Congressional District 2, LA",44912,46150,46946,46126,46649,48227,48887,50290,764555,771153,774078,779918,790128,789120,790750,793342,782637,769243
"50000US2203","Congressional District 3, LA",24057,23942,24534,24696,24277,24242,25839,24103,759751,765712,770817,775987,780962,783013,784883,785605,784283,771697
"50000US2204","Congressional District 4, LA",18294,19067,18981,18793,18578,18106,17364,18431,759767,761767,761080,759843,758769,753519,748317,745158,732845,774854
"50000US2205","Congressional District 5, LA",12999,13024,13625,13477,13627,12820,12701,14016,755125,755177,753229,752483,749991,747722,744080,743209,741889,775396
"50000US2206","Congressional District 6, LA",32799,32698,34379,34047,34774,34923,37144,37430,764207,771983,781229,785142,785266,789153,790815,795169,810282,781098
"50000US2301","Congressional District 1, ME",28820,29513,29686,30266,29784,30109,31106,31078,666179,667929,670268,673137,675074,679024,681859,686598,699795,683145
"50000US2302","Congressional District 2, ME",17789,18198,17940,17696,18174,18057,18225,20673,662141,660606,658832,656786,655084,653789,653633,654227,657251,683804
"50000US2401","Congressional District 1, MD",35995,36821,38043,37801,37438,38168,39486,41978,724195,725492,727304,728394,729888,730442,732773,734056,741327,773966
"50000US2402","Congressional District 2, MD",84549,87149,90340,90827,92053,89023,92519,84955,729128,736859,745184,751657,757951,762351,764509,768582,782892,769431
"50000US2403","Congressional District 3, MD",113759,115740,119152,121790,120911,119896,119896,110143,731197,735980,744150,747023,752897,756296,757053,756291,762898,770623
"50000US2404","Congressional District 4, MD",137956,138626,140401,144085,147208,151399,161971,211199,728380,736478,738944,741905,747699,749033,752243,755373,790373,764378
"50000US2405","Congressional District 5, MD",80165,82940,87477,90119,91485,92781,99526,68159,729196,739221,747788,753865,759228,760819,762356,764867,786660,774011
"50000US2406","Congressional District 6, MD",155856,157928,159789,159112,161437,162144,164643,127993,735955,742397,750122,755153,762155,765910,768933,770857,784464,777191
"50000US2407","Congressional District 7, MD",70849,75909,78655,81484,82465,83817,85506,67807,720427,726562,725370,727420,726536,719951,718530,717953,718069,764705
"50000US2408","Congressional District 8, MD",178700,179227,180864,178322,179897,178808,182497,240227,735821,744787,751676,754485,759725,758633,762451,769645,781862,767402
"50000US2501","Congressional District 1, MA",55258,55801,55691,55432,54263,54894,57881,60022,728954,730472,731275,730824,731327,730959,728716,727193,730273,778095
"50000US2502","Congressional District 2, MA",86428,87549,89571,92423,92844,94046,101628,109745,731605,735483,738797,740590,744002,747493,748728,749700,775094,771071
"50000US2503","Congressional District 3, MA",125383,128292,131367,135872,141630,141508,151544,153432,736076,742969,749922,754800,760993,763936,766238,768471,791898,776406
"50000US2504","Congressional District 4, MA",95493,97401,100911,104411,107576,107781,113948,122732,733514,738092,742694,747492,751263,754622,757680,760391,771803,778731
"50000US2505","Congressional District 5, MA",170602,171587,178964,185002,186306,188411,200699,199229,734831,743296,749525,753460,760616,766241,768212,771266,791364,776872
"50000US2506","Congressional District 6, MA",90572,94873,99129,103426,106193,107719,109469,111802,735939,743444,749825,755438,762560,767907,770005,773421,774573,777375
"50000US2507","Congressional District 7, MA",234316,240338,249544,255044,258878,259819,257465,249046,738091,748105,758973,768049,781304,795850,802775,808106,799546,773828
"50000US2508","Congressional District 8, MA",121186,125761,130207,134573,138012,140068,145775,151929,737611,745056,752164,756875,761328,764581,767105,770058,786564,772082
"50000US2509","Congressional District 9, MA",72645,72991,75871,77594,76637,77136,83815,73359,728437,730374,732411,734615,735926,738604,741094,744397,770737,779745
"50000US2601","Congressional District 1, MI",13085,13544,13200,13810,13747,13905,13501,14809,705497,704934,703859,702602,700228,699432,698033,697635,704864,777560
"50000US2602","Congressional District 2, MI",40177,40197,41010,42937,42525,41500,42099,14257,709220,713440,718740,724022,729695,735626,739228,742674,753783,777946
"50000US2603","Congressional District 3, MI",36463,37516,38921,40311,42095,41806,41286,56704,710613,714773,720096,725581,731521,737911,742923,747357,750350,773965
"50000US2604","Congressional District 4, MI",15106,14085,14529,14733,14369,14000,14142,41595,704169,704048,702929,701884,700749,701141,701512,701523,697813,774289
"50000US2605","Congressional District 5, MI",14759,15247,15937,15938,15455,15790,15509,20817,700582,695878,691727,687000,682884,679543,676131,674536,672455,773808
"50000US2606","Congressional District 6, MI",31252,30408,30554,32069,33046,33085,32737,98340,707787,709328,710981,712805,713718,716503,717930,720391,720211,770957
"50000US2607","Congressional District 7, MI",16196,16813,17959,18424,20005,20785,20957,42349,704897,705141,704416,704160,703759,705518,705993,706645,714616,773038
"50000US2608","Congressional District 8, MI",51265,53393,56314,57797,60161,59789,59335,18700,709288,714299,719666,723429,728626,736078,739522,741973,739057,773930
"50000US2609","Congressional District 9, MI",77588,77930,81984,81181,81771,81819,83191,30877,709794,711268,713802,715955,717306,718682,717778,715687,721023,774580
"50000US2610","Congressional District 10, MI",41237,41782,41683,42170,43709,44773,44138,103752,705742,706951,709685,711809,713551,717176,718572,720318,723323,772612
"50000US2611","Congressional District 11, MI",90703,94648,97675,100688,105459,106765,111505,109861,709416,712132,714349,717277,721434,727670,730595,733525,754129,774826
"50000US2612","Congressional District 12, MI",79899,81416,84285,86985,86769,87638,92606,76193,704455,704700,704504,705980,708323,711209,710371,710072,742875,770452
"50000US2613","Congressional District 13, MI",45622,46529,50152,51929,52666,53048,53420,62535,699734,693926,690748,684837,681222,679044,675497,672793,674752,769958
"50000US2701","Congressional District 1, MN",39147,40382,42090,43257,45545,45531,46397,47355,664864,666065,667238,668498,670131,672649,675187,677943,687886,712863
"50000US2702","Congressional District 2, MN",53347,53671,56350,59195,61017,61622,63738,64669,670066,676211,681358,686967,692389,698522,703966,710272,725672,713718
"50000US2703","Congressional District 3, MN",75250,78023,81355,85729,87616,88229,90386,89439,673379,680724,688465,695383,703785,710378,716887,722911,732483,707707
"50000US2704","Congressional District 4, MN",90467,92400,96316,97345,100041,99635,101007,97053,672356,679686,687656,693301,701130,706259,711057,715331,721898,708545
"50000US2705","Congressional District 5, MN",101887,101661,107509,107953,108074,105830,106357,100647,672851,680007,687435,693188,702022,707352,712914,717702,728368,707627
"50000US2706","Congressional District 6, MN",28435,29556,31537,34329,35636,35776,37613,40814,669600,675539,681284,687421,694849,702583,710595,720083,727471,715967
"50000US2707","Congressional District 7, MN",18848,19759,21263,22110,22633,22116,22340,22950,662031,662431,663049,663338,663307,664941,666100,666735,672622,713351
"50000US2708","Congressional District 8, MN",11315,11263,12006,11867,12315,11948,11393,12760,662593,662998,662686,662772,663113,664674,666672,669189,674072,715514
"50000US2801","Congressional District 1, MS",16286,16186,17165,17241,17586,18887,19002,19296,745946,749866,752701,755945,757425,760715,762562,765835,757560,741109
"50000US2802","Congressional District 2, MS",12493,11451,11007,11431,10784,9413,9055,10623,736637,733388,729410,723747,716972,711716,703564,694447,685584,738521
"50000US2803","Congressional District 3, MS",16950,17235,17844,17922,19268,18897,17892,16578,745663,747571,748654,748787,748858,749199,748578,748342,748808,738576
"50000US2804","Congressional District 4, MS",23418,22484,22904,23182,22860,22046,22631,21321,748626,753520,757316,760713,762965,767132,769714,773211,775071,740640
"50000US2901","Congressional District 1, MO",43230,42972,44770,45486,47055,45626,45806,48192,747568,745884,744066,740262,736659,732537,727393,725037,720952,766456
"50000US2902","Congressional District 2, MO",53118,54255,54132,56676,57114,59087,59449,52047,752009,754011,757785,760782,762444,763266,764022,762478,770323,764420
"50000US2903","Congressional District 3, MO",17688,16821,17293,18166,18481,18438,18105,25965,753878,759626,763567,768153,775379,782693,788763,796189,800026,770039
"50000US2904","Congressional District 4, MO",22984,23300,23344,24532,25986,25837,24637,19740,751928,756097,758907,761184,762923,765070,767364,771796,775737,771882
"50000US2905","Congressional District 5, MO",43244,41672,44992,45345,47424,46709,47764,51015,750456,752373,754804,757531,761929,764511,768223,773768,784962,768398
"50000US2906","Congressional District 6, MO",21512,21367,22088,22134,22827,23266,23999,19291,751467,755179,757302,760050,763913,768533,772869,775367,778899,769064
"50000US2907","Congressional District 7, MO",25706,25421,25514,24598,25770,25742,26049,26974,752890,757096,761206,764936,768753,773182,777375,782474,788437,771969
"50000US2908","Congressional District 8, MO",10003,10277,10707,10851,11062,11657,11021,13398,746986,747810,747811,746753,743300,740270,738901,737051,722198,772194
"50000US3101","Congressional District 1, NE",39622,41136,43106,43797,44870,47517,47934,49214,614946,620772,627284,630685,636147,641533,644886,649058,657029,653295
"50000US3102","Congressional District 2, NE",52562,53588,55530,56900,58773,60695,62282,57667,618515,626633,634595,643888,652312,659795,668413,675243,693079,652597
"50000US3103","Congressional District 3, NE",31167,31809,32024,32727,34256,34404,34999,36988,608164,608212,607486,606686,605462,603432,601272,599525,601372,653047
"50000US3201","Congressional District 1, NV",207496,210528,216481,214897,219025,218126,210818,170384,663227,667777,675450,685133,692075,689384,692355,701019,688773,756838
"50000US3202","Congressional District 2, NV",86982,87258,86040,86305,87362,89786,90161,93312,679579,685039,690426,696099,702115,708357,716367,725776,748896,777013
"50000US3203","Congressional District 3, NV",130243,135884,139748,145216,148072,154826,156944,185561,700887,712425,723741,739847,762236,785285,811145,835738,840860,783412
"50000US3204","Congressional District 4, NV",112545,114027,119488,120021,122301,125083,129000,141774,686373,696343,709019,718093,731299,739823,752515,767748,780709,787554
"50000US3301","Congressional District 1, NH",38621,39102,39047,39671,41576,41458,42059,41418,660978,662609,665132,667330,670467,677001,680153,684286,694723,689659
"50000US3302","Congressional District 2, NH",37254,38220,40096,41787,41342,41428,41040,40900,658193,658460,659069,660173,661381,666621,667971,670958,677452,689951
"50000US3401","Congressional District 1, NJ",69610,69604,70016,69280,70284,70466,74002,77288,732996,732065,731683,731077,730635,726200,725599,725464,748305,770451
